CD_CIDADE;NM_CIDADE;ESTADO
8578;NOVA BRESCIA;RS
4933;NOVA CACERES;MT
7918;NOVA CALIFORNIA;RO
9535;NOVA CAMPINA;SP
1229;NOVA CANAA;BA
4690;NOVA CANAA DO NORTE;MT
9536;NOVA CANAA PAULISTA;SP
8006;NOVA CANDELARIA;RS
5698;NOVA CANTU;PR
10031;NOVA CARDOSO;SP
3744;NOVA CASA VERDE;MS
9537;NOVA CASTILHO;SP
4691;NOVA CATANDUVA;MT
7924;NOVA COLINA;RO
1877;NOVA COLINAS;MA
5699;NOVA CONCORDIA;PR
7927;NOVA CONQUISTA;RO
2658;NOVA CRIXAS;GO
7871;NOVA CRUZ;RN
5759;NOVA CRUZ;PE
9398;NOVA CULTURA;SC
6000;NOVA DESCOBERTA;PE
7926;NOVA DIMENSAO;RO
4512;NOVA ERA;MG
9399;NOVA ERECHIM;SC
3798;NOVA ESPERANCA;MS
3797;NOVA ESPERANCA;MS
4513;NOVA ESPERANCA;MG
5701;NOVA ESPERANCA;PR
7929;NOVA ESPERANCA;RO
5252;NOVA ESPERANCA DO PIRIA;PA
5702;NOVA ESPERANCA DO SUDOESTE;PR
8007;NOVA ESPERANCA DO SUL;RS
9898;NOVA EUROPA;SP
912;NOVA FATIMA;CE
2374;NOVA FATIMA;GO
1230;NOVA FATIMA;BA
6364;NOVA FATIMA;PR
5456;NOVA FLORESTA;PB
913;NOVA FLORESTA;CE
6677;NOVA FRIBURGO;RJ
4826;NOVA GALILEIA;MT
2659;NOVA GLORIA;GO
9809;NOVA GRANADA;SP
4827;NOVA GUARITA;MT
9400;NOVA GUARITA;SC
10429;NOVA GUATAPORANGA;SP
8579;NOVA HARTZ;RS
1231;NOVA IBIA;BA
6678;NOVA IGUACU;RJ
2430;NOVA IGUACU DE GOIAS;GO
9844;NOVA INDEPENDENCIA;SP
1857;NOVA IORQUE;MA
5253;NOVA IPIXUNA;PA
8692;NOVA ITABERABA;SC
1232;NOVA ITAIPE;BA
10430;NOVA ITAPIREMA;SP
1233;NOVA ITARANA;BA
3799;NOVA JALES;MS
4828;NOVA LACERDA;MT
6365;NOVA LARANJEIRAS;PR
1234;NOVA LIDICE;BA
4446;NOVA LIMA;MG
5703;NOVA LONDRINA;PR
7925;NOVA LONDRINA;RO
5704;NOVA LOURDES;PR
10431;NOVA LUZITANIA;SP
7922;NOVA MAMORE;RO
4953;NOVA MARILANDIA;MT
4829;NOVA MARINGA;MT
8580;NOVA MILANO;RS
4447;NOVA MINDA;MG
5029;NOVA MOCAJUBA;PA
2982;NOVA MODICA;MG
4830;NOVA MONTE VERDE;MT
4831;NOVA MUTUM;MT
4946;NOVA NAZARE;MT
10432;NOVA ODESSA;SP
5705;NOVA OLIMPIA;PR
4832;NOVA OLIMPIA;MT
914;NOVA OLINDA;CE
5457;NOVA OLINDA;PB
10585;NOVA OLINDA;TO
1858;NOVA OLINDA DO MARANHAO;MA
149;NOVA OLINDA DO NORTE;AM
8581;NOVA PADUA;RS
8582;NOVA PALMA;RS
5458;NOVA PALMEIRA;PB
10433;NOVA PATRIA;SP
8583;NOVA PETROPOLIS;RS
9446;NOVA PETROPOLIS;SC
2983;NOVA PONTE;MG
4448;NOVA PORTEIRINHA;MG
8584;NOVA PRATA;RS
5706;NOVA PRATA DO IGUACU;PR
4932;NOVA PRIMAVERA;MT
8585;NOVA RAMADA;RS
1235;NOVA REDENCAO;BA
4449;NOVA RESENDE;MG
5707;NOVA RIQUEZA;PR
2431;NOVA ROMA;GO
8586;NOVA ROMA DO SUL;RS
10586;NOVA ROSALANDIA;TO
915;NOVA RUSSAS;CE
5708;NOVA SANTA BARBARA;PR
946;NOVA SANTA CRUZ;CE
5684;NOVA SANTA HELENA;PR
4942;NOVA SANTA HELENA;MT
3150;NOVA SANTA LUZIA;MG
6239;NOVA SANTA RITA;PI
8040;NOVA SANTA RITA;RS
5709;NOVA SANTA ROSA;PR
8587;NOVA SARDENHA;RS
3156;NOVA SERRANA;MG
1236;NOVA SOURE;BA
5710;NOVA TEBAS;PR
9276;NOVA TEUTONIA;SC
5030;NOVA TIMBOTEUA;PA
5711;NOVA TIROL;PR
8120;NOVA TRAMANDAI;RS
9277;NOVA TRENTO;SC
4833;NOVA UBIRATA;MT
7921;NOVA UNIAO;RO
4450;NOVA UNIAO;MG
2280;NOVA VENECIA;ES
10434;NOVA VENEZA;SP
1473;NOVA VENEZA;CE
9278;NOVA VENEZA;SC
2660;NOVA VENEZA;GO
2281;NOVA VERONA;ES
1237;NOVA VICOSA;BA
7945;NOVA VIDA;RO
1951;NOVA VIDA;CE
5712;NOVA VIDEIRA;PR
4834;NOVA XAVANTINA;MT
10435;NOVAIS;SP
4451;NOVILHONA;MG
10587;NOVO ACORDO;TO
1110;NOVO ACRE;BA
150;NOVO AIRAO;AM
10597;NOVO ALEGRE;TO
184;NOVO ARIPUANA;AM
1952;NOVO ASSIS;CE
8041;NOVO BARREIRO;RS
2282;NOVO BRASIL;ES
2440;NOVO BRASIL;GO
8588;NOVO CABRAIS;RS
165;NOVO CEU;AM
10436;NOVO CRAVINHOS;SP
3227;NOVO CRUZEIRO;MG
4835;NOVO DIAMANTINO;MT
4836;NOVO ELDORADO;MT
2441;NOVO GAMA;GO
2413;NOVO GOIAS;GO
8168;NOVO HAMBURGO;RS
2283;NOVO HORIZONTE;ES
9279;NOVO HORIZONTE;SC
3228;NOVO HORIZONTE;MG
10598;NOVO HORIZONTE;TO
8589;NOVO HORIZONTE;RS
1111;NOVO HORIZONTE;BA
10437;NOVO HORIZONTE;SP
5714;NOVO HORIZONTE;PR
5713;NOVO HORIZONTE;PR
4565;NOVO HORIZONTE DO NORTE;MT
7963;NOVO HORIZONTE DO OESTE;RO
3734;NOVO HORIZONTE DO SUL;MS
6363;NOVO ITACOLOMI;PR
10548;NOVO JARDIM;TO
6571;NOVO JARDIM;PR
25;NOVO LINO;AL
8590;NOVO MACHADO;RS
4924;NOVO MATO GROSSO;MT
4952;NOVO MUNDO;MT
6206;NOVO NILO;PI
1953;NOVO ORIENTE;CE
1954;NOVO ORIENTE;CE
4452;NOVO ORIENTE DE MINAS;MG
6254;NOVO ORIENTE DO PIAUI;PI
8315;NOVO PARAISO;RS
7968;NOVO PARAISO;RR
4564;NOVO PARANA;MT
8591;NOVO PLANALTO;RS
2661;NOVO PLANALTO;GO
5254;NOVO PLANALTO;PA
5255;NOVO PROGRESSO;PA
146;NOVO REMANSO;AM
5256;NOVO REPARTIMENTO;PA
4673;NOVO SANTO ANTONIO;MT
6276;NOVO SANTO ANTONIO;PI
4909;NOVO SAO JOAQUIM;MT
6572;NOVO SARANDI;PR
6360;NOVO SOBRADINHO;PR
8574;NOVO TIRADENTES;RS
6361;NOVO TRES PASSOS;PR
1112;NOVO TRIUNFO;BA
9139;NOVO XINGU;RS
4453;NOVORIZONTE;MG
6001;NS2 NUCLEO DE SERVICOS;PE
10710;NUCLEO BANDEIRANTE;DF
1412;NUCLEO COLONIAL PIO XII;CE
5566;NUCLEO N 2;PB
5567;NUCLEO N 3;PB
264;NUCLEO RESIDENCIAL PILAR;BA
5257;NUCLEO URBANO QUILOMETRO 30;PA
265;NUGUACU;BA
10438;NUPORANGA;SP
10439;OASIS;SP
5258;OBIDOS;PA
1955;OCARA;CE
10440;OCAUCU;SP
4454;OCIDENTE;MG
5459;ODILANDIA;PB
6150;OEIRAS;PI
5259;OEIRAS DO PARA;PA
228;OIAPOQUE;AP
1418;OITICICA;CE
1956;OITICICA;CE
1957;OITICICA;CE
2984;OLARIA;MG
6573;OLARIA;PR
6574;OLARIA;PR
2662;OLARIA DO ANGICO;GO
4455;OLEGARIO MACIEL;MG
9845;OLEO;SP
6575;OLHO AGUDO;PR
5328;OLHO D'AGUA;PB
6576;OLHO D'AGUA;PR
1417;OLHO D'AGUA;CE
1859;OLHO D'AGUA DAS CUNHAS;MA
27;OLHO D'AGUA DAS FLORES;AL
28;OLHO D'AGUA DE CIMA;AL
5760;OLHO D'AGUA DE DENTRO;PE
1439;OLHO D'AGUA DO BEZERRIL;CE
29;OLHO D'AGUA DO CASADO;AL
6151;OLHO D'AGUA DO PIAUI;PI
30;OLHO D'AGUA DOS DANDANHAS;AL
26;OLHO D'AGUA GRANDE;AL
1958;OLHO-D'AGUA;CE
1959;OLHO-D'AGUA DA BICA;CE
7846;OLHO-D'AGUA DO BORGES;RN
4457;OLHOS D'AGUA;MG
2663;OLHOS D'AGUA;GO
2406;OLHOS D'AGUA;GO
4456;OLHOS D'AGUA DO OESTE;MG
1113;OLHOS D'AGUA DO SECO;BA
1114;OLHOS D'AGUA DO SERAFIM;BA
9846;OLIMPIA;SP
4458;OLIMPIO CAMPOS;MG
2985;OLIMPIO NORONHA;MG
5761;OLINDA;PE
6679;OLINDA;RJ
2804;OLINDA NOVA DO MARANHAO;MA
1115;OLINDINA;BA
5329;OLIVEDOS;PB
4511;OLIVEIRA;MG
10441;OLIVEIRA BARROS;SP
10549;OLIVEIRA DE FATIMA;TO
1116;OLIVEIRA DOS BREJINHOS;BA
4491;OLIVEIRA FORTES;MG
1960;OLIVEIRAS;CE
10723;OLIVENCA;BA
31;OLIVENCA;AL
4492;ONCA DE PITANGUI;MG
10442;ONDA BRANCA;SP
10443;ONDA VERDE;SP
1117;ONHA;BA
9080;ORALINA;RS
5762;ORATORIO;PE
4493;ORATORIOS;MG
5763;ORI;PE
10444;ORIENTE;SP
3714;ORIENTE;MS
1118;ORIENTE NOVO;BA
10445;ORINDIUVA;SP
5235;ORIXIMINA;PA
4494;ORIZANIA;MG
2664;ORIZONA;GO
10446;ORLANDIA;SP
9280;ORLEANS;SC
5764;OROBO;PE
5765;OROCO;PE
10718;OROITE;PR
1961;OROS;CE
5685;ORTIGUEIRA;PR
10447;OSASCO;SP
9808;OSCAR BRESSANE;SP
9081;OSORIO;RS
116;OSORIO DA FONSECA;AM
5236;OSVALDILANDIA;PA
10241;OSVALDO CRUZ;SP
8567;OSVALDO CRUZ;RS
8568;OSVALDO KROEFF;RS
9281;OTACILIO COSTA;SC
8569;OTAVIO ROCHA;RS
6680;OURANIA;RJ
5237;OUREM;PA
263;OURICANA;BA
1209;OURICANGAS;BA
5766;OURICURI;PE
1210;OURICURI DO OURO;BA
5686;OURILANDIA;PR
5044;OURILANDIA DO NORTE;PA
10413;OURINHOS;SP
5687;OURIZONA;PR
9282;OURO;SC
7847;OURO BRANCO;RN
4495;OURO BRANCO;MG
32;OURO BRANCO;AL
4496;OURO FINO;MG
10414;OURO FINO PAULISTA;SP
6314;OURO PRETO;PR
4497;OURO PRETO;MG
7964;OURO PRETO DO OESTE;RO
5330;OURO VELHO;PB
8705;OURO VERDE;SC
8704;OURO VERDE;SC
6388;OURO VERDE;PR
9847;OURO VERDE;SP
2665;OURO VERDE DE GOIAS;GO
4498;OURO VERDE DE MINAS;MG
5688;OURO VERDE DO OESTE;PR
5689;OURO VERDE DO PIQUIRI;PR
2666;OUROANA;GO
9848;OUROESTE;SP
1211;OUROLANDIA;BA
5244;OUTEIRO;PA
1212;OUTEIRO REDONDO;BA
2667;OUVIDOR;GO
9806;PACAEMBU;SP
5218;PACAJA;PA
1962;PACAJUS;CE
7980;PACARAIMA;RR
9702;PACATUBA;SE
1963;PACATUBA;CE
8570;PACHECA;RS
6645;PACHECOS;RJ
4499;PACIENCIA;MG
2967;PACO DO LUMIAR;MA
1964;PACOTI;CE
2262;PACOTUBA;ES
5219;PACOVAL;PA
1965;PACUJA;CE
8571;PADILHA;RS
2668;PADRE BERNARDO;GO
4500;PADRE BRITO;MG
4501;PADRE CARVALHO;MG
1966;PADRE CICERO;CE
4502;PADRE FELISBERTO;MG
3225;PADRE FIALHO;MG
8572;PADRE GONZALES;RS
3226;PADRE JOAO AFONSO;MG
4503;PADRE JULIO MARIA;MG
1967;PADRE LINHARES;CE
6152;PADRE MARCOS;PI
9807;PADRE NOBREGA;SP
4504;PADRE PARAISO;MG
4505;PADRE PINTO;MG
5690;PADRE PONCIANO;PR
4506;PADRE VIEGAS;MG
1968;PADRE VIEIRA;CE
4910;PADRONAL;MT
6194;PAES LANDIM;PI
4636;PAI ANDRE;MT
1476;PAI JOAO;CE
4507;PAI PEDRO;MG
3715;PAIAGUAS;MS
9432;PAIAL;SC
5691;PAICANDU;PR
8573;PAIM FILHO;RS
4508;PAINEIRAS;MG
2244;PAINEIRAS;ES
9433;PAINEL;SC
8439;PAINS;RS
4509;PAINS;MG
1213;PAIOL;BA
5692;PAIOL DE BAIXO;PR
5693;PAIOL QUEIMADO;PR
4510;PAIOLINHO;MG
5694;PAIQUERE;PR
4490;PAIVA;MG
5767;PAJEU;PE
1391;PAJEU;CE
6195;PAJEU DO PIAUI;PI
527;PAJEU DO VENTO;BA
528;PALAME;BA
8128;PALANQUE;RS
1392;PALESTINA;CE
1406;PALESTINA;CE
10415;PALESTINA;SP
33;PALESTINA;AL
1969;PALESTINA;CE
2669;PALESTINA DE GOIAS;GO
1970;PALESTINA DO NORTE;CE
5220;PALESTINA DO PARA;PA
1950;PALHANO;CE
9434;PALHOCA;SC
8365;PALMA;RS
4351;PALMA;MG
9435;PALMA SOLA;SC
1929;PALMACIA;CE
486;PALMARES;BA
9703;PALMARES;SE
5037;PALMARES;PA
5768;PALMARES;PE
8543;PALMARES DO SUL;RS
10416;PALMARES PAULISTA;SP
10599;PALMAS;TO
5695;PALMAS;PR
8794;PALMAS;RS
8324;PALMAS;RS
1214;PALMAS DE MONTE ALTO;BA
5929;PALMATORIA;PE
1930;PALMATORIA;CE
9436;PALMEIRA;SC
2113;PALMEIRA;ES
6362;PALMEIRA;PR
10417;PALMEIRA D'OESTE;SP
8795;PALMEIRA DAS MISSOES;RS
34;PALMEIRA DE FORA;AL
6196;PALMEIRA DO PIAUI;PI
35;PALMEIRA DOS INDIOS;AL
6266;PALMEIRAIS;PI
4352;PALMEIRAL;MG
1860;PALMEIRANDIA;MA
10600;PALMEIRANTE;TO
1215;PALMEIRAS;BA
181;PALMEIRAS;AM
3716;PALMEIRAS;MS
7912;PALMEIRAS;RO
2602;PALMEIRAS DE GOIAS;GO
10418;PALMEIRAS DE SAO PAULO;SP
10547;PALMEIRAS DO TOCANTINS;TO
5769;PALMEIRINA;PE
6566;PALMEIRINHA;PR
4353;PALMEIRINHA;MG
6570;PALMEIRINHA;PR
10601;PALMEIROPOLIS;TO
2442;PALMELO;GO
2144;PALMERINO;ES
2466;PALMINOPOLIS;GO
6567;PALMIRA;PR
6569;PALMITAL;PR
6568;PALMITAL;PR
10419;PALMITAL;SP
3028;PALMITAL DE MINAS;MG
6549;PALMITAL DE SAO SILVESTRE;PR
4354;PALMITAL DOS CARVALHOS;MG
8796;PALMITINHO;RS
6357;PALMITOPOLIS;PR
9437;PALMITOS;SC
4355;PALMOPOLIS;MG
6550;PALOTINA;PR
8797;PAMPEIRO;RS
3774;PANA;MS
1931;PANACUI;CE
2467;PANAMA;GO
8042;PANAMBI;RS
3717;PANAMBI;MS
2245;PANCAS;ES
5770;PANELAS;PE
6551;PANEMA;PR
6552;PANGARE;PR
10420;PANORAMA;SP
4356;PANTANO;MG
9438;PANTANO DO SUL;SC
8043;PANTANO GRANDE;RS
36;PAO DE ACUCAR;AL
5771;PAO DE ACUCAR;PE
5772;PAO DE ACUCAR DO POCAO;PE
1867;PAPAGAIO;MA
5936;PAPAGAIO;PE
4357;PAPAGAIOS;MG
6553;PAPAGAIOS NOVOS;PR
8679;PAPANDUVA;SC
1450;PAPARA;CE
6681;PAPUCAIA;RJ
6682;PAQUEQUER PEQUENO;RJ
6197;PAQUETA;PI
5753;PAQUEVIRA;PE
5734;PARA;PE
4477;PARA DE MINAS;MG
6683;PARACAMBI;RJ
4478;PARACATU;MG
1932;PARACUA;CE
1933;PARACURU;CE
1216;PARAFUSO;BA
5221;PARAGOMINAS;PA
4479;PARAGUACU;MG
10421;PARAGUACU PAULISTA;SP
4480;PARAGUAI;MG
8798;PARAI;RS
6684;PARAIBA DO SUL;RJ
1868;PARAIBANO;MA
9849;PARAIBUNA;SP
1934;PARAIPABA;CE
9439;PARAISO;SC
9850;PARAISO;SP
1462;PARAISO;CE
3718;PARAISO DAS AGUAS;MS
4637;PARAISO DO LESTE;MT
6554;PARAISO DO NORTE;PR
8004;PARAISO DO SUL;RS
6685;PARAISO DO TOBIAS;RJ
10602;PARAISO DO TOCANTINS;TO
4481;PARAISO GARCIA;MG
10422;PARAISOLANDIA;SP
4482;PARAISOPOLIS;MG
2246;PARAJU;ES
1935;PARAJURU;CE
1389;PARAMBU;CE
1217;PARAMIRIM;BA
1390;PARAMOTI;CE
7833;PARANA;RN
10603;PARANA;TO
6555;PARANA D'OESTE;PR
10423;PARANABI;SP
6556;PARANACITY;PR
6358;PARANAGI;PR
6359;PARANAGUA;PR
3719;PARANAIBA;MS
2468;PARANAIGUARA;GO
4638;PARANAITA;MT
10424;PARANAPANEMA;SP
10425;PARANAPIACABA;SP
6557;PARANAPOEMA;PR
10426;PARANAPUA;SP
5930;PARANATAMA;PE
4639;PARANATINGA;MT
6558;PARANAVAI;PR
1936;PARANGABA;CE
3720;PARANHOS;MS
10712;PARANOA;DF
4483;PARAOPEBA;MG
6664;PARAOQUENA;RJ
7458;PARAPEUNA;RJ
10427;PARAPUA;SP
1937;PARAPUI;CE
5331;PARARI;PB
1218;PARATECA;BA
7459;PARATI;RJ
7460;PARATI MIRIM;RJ
5932;PARATIBE;PE
1219;PARATINGA;BA
5222;PARATINS;PA
7834;PARAU;RN
5223;PARAUAPEBAS;PA
2469;PARAUNA;GO
1938;PARAZINHO;CE
7872;PARAZINHO;RN
10428;PARDINHO;SP
8005;PARECI NOVO;RS
7881;PARECIS;RO
229;PAREDAO;AP
4484;PAREDAO DE MINAS;MG
7873;PARELHAS;RN
141;PARICATUBA;AM
37;PARICONHA;AL
185;PARINTINS;AM
1220;PARIPIRANGA;BA
1939;PARIPUEIRA;CE
603;PARIPUEIRA;AL
9795;PARIQUERA-ACU;SP
10222;PARISI;SP
6198;PARNAGUA;PI
6255;PARNAIBA;PI
7874;PARNAMIRIM;RN
5735;PARNAMIRIM;PE
1869;PARNARAMA;MA
10223;PARNASO;SP
8799;PAROBE;RS
4926;PARQUE AGUA LIMPA;MT
4485;PARQUE DURVAL DE BARROS;MG
4486;PARQUE INDUSTRIAL;MG
9818;PARQUE MEIA LUA;SP
10224;PARURU;SP
3223;PASSA DEZ;MG
7875;PASSA E FICA;RN
3224;PASSA QUATRO;MG
8800;PASSA SETE;RS
4487;PASSA TEMPO;MG
7461;PASSA TRES;RJ
6559;PASSA UNA;PR
4488;PASSA VINTE;MG
4489;PASSABEM;MG
5332;PASSAGEM;PB
7876;PASSAGEM;RN
1940;PASSAGEM;CE
1941;PASSAGEM;CE
4640;PASSAGEM DA CONCEICAO;MT
3222;PASSAGEM DE MARIANA;MG
5736;PASSAGEM DO TO;PE
251;PASSAGEM DOS TEIXEIRAS;BA
1870;PASSAGEM FRANCA;MA
6256;PASSAGEM FRANCA DO PIAUI;PI
1942;PASSAGEM FUNDA;CE
445;PASSE;BA
8801;PASSINHOS;RS
5737;PASSIRA;PE
6290;PASSO AMARELO;PR
8802;PASSO BURMANN;RS
8782;PASSO DA AREIA;RS
8783;PASSO DA CAVEIRA;RS
6560;PASSO DA ILHA;PR
8784;PASSO DAS PEDRAS;RS
604;PASSO DE CAMARAGIBE;AL
9440;PASSO DE TORRES;SC
8032;PASSO DO ADAO;RS
8036;PASSO DO CARRO;RS
8170;PASSO DO GOULART;RS
8332;PASSO DO MENDONCA;RS
8033;PASSO DO SABAO;RS
8785;PASSO DO SOBRADO;RS
8288;PASSO DO VERDE;RS
6561;PASSO DOS PUPOS;PR
6562;PASSO FUNDO;PR
8786;PASSO FUNDO;RS
6563;PASSO LISO;PR
9441;PASSO MANSO;SC
8787;PASSO NOVO;RS
8788;PASSO RASO;RS
8063;PASSO REAL;RS
8345;PASSO REAL DE CANDIOTA;RS
4333;PASSOS;MG
9442;PASSOS MAIA;SC
1943;PASTA;CE
1871;PASTOS BONS;MA
1944;PATACAS;CE
1221;PATAIBA;BA
1222;PATAMUTE;BA
4334;PATIS;MG
6564;PATO BRAGADO;PR
6565;PATO BRANCO;PR
5928;PATOS;PE
5333;PATOS;PB
4335;PATOS DE MINAS;MG
6257;PATOS DO PIAUI;PI
1482;PATOS DOS LIBERATOS;CE
6354;PATOS VELHOS;PR
1945;PATRIARCA;CE
4336;PATRIMONIO;MG
4337;PATROCINIO;MG
3023;PATROCINIO;MG
4338;PATROCINIO DO MURIAE;MG
10225;PATROCINIO PAULISTA;SP
7877;PATU;RN
6648;PATY DO ALFERES;RJ
1223;PAU A PIQUE;BA
6031;PAU AMARELO;PE
1224;PAU BRASIL;BA
6531;PAU D'ALHO DO SUL;PR
5224;PAU D'ARCO;PA
10565;PAU D'ARCO;TO
38;PAU D'ARCO;AL
6227;PAU D'ARCO DO PIAUI;PI
7827;PAU DOS FERROS;RN
39;PAU FERRO;AL
5738;PAU FERRO;PE
5967;PAU FERRO;PE
5992;PAU-SANTO;PE
5739;PAUDALHO;PE
155;PAUINI;AM
4339;PAULA CANDIDO;MG
6532;PAULA FREITAS;PR
4340;PAULA LIMA;MG
9443;PAULA PEREIRA;SC
10226;PAULICEIA;SP
10227;PAULINIA;SP
1872;PAULINO NEVES;MA
5740;PAULISTA;PE
2247;PAULISTA;ES
5334;PAULISTA;PB
6199;PAULISTANA;PI
10228;PAULISTANIA;SP
6533;PAULISTANIA;PR
3220;PAULISTAS;MG
1225;PAULO AFONSO;BA
8789;PAULO BENTO;RS
10229;PAULO DE FARIA;SP
6534;PAULO FRONTIN;PR
80;PAULO JACINTO;AL
9444;PAULO LOPES;SC
1873;PAULO RAMOS;MA
9819;PAULOPOLIS;SP
1378;PAUS BRANCOS;CE
8790;PAVAO;RS
4341;PAVAO;MG
8791;PAVERAMA;RS
1946;PAVUNA;CE
6200;PAVUSSU;PI
10604;PE DA SERRA;TO
1226;PE DE SERRA;BA
4342;PE DO MORRO;MG
6017;PE-DE-SERRA DOS MENDES;PE
6535;PEABIRU;PR
4343;PECANHA;MG
1947;PECEM;CE
9820;PEDERNEIRAS;SP
5741;PEDRA;PE
524;PEDRA ALTA;BA
4344;PEDRA AZUL;MG
10230;PEDRA BELA;SP
4345;PEDRA BONITA;MG
1948;PEDRA BRANCA;CE
5335;PEDRA BRANCA;PB
2471;PEDRA BRANCA;GO
1949;PEDRA BRANCA;CE
10231;PEDRA BRANCA DE ITARARE;SP
241;PEDRA BRANCA DO AMAPARI;AP
6536;PEDRA BRANCA DO ARARAQUARA;PR
4346;PEDRA CORRIDA;MG
1403;PEDRA DE FOGO;CE
2986;PEDRA DO ANTA;MG
2987;PEDRA DO INDAIA;MG
4347;PEDRA DO SINO;MG
3157;PEDRA DOURADA;MG
7792;PEDRA GRANDE;RN
4348;PEDRA GRANDE;MG
5336;PEDRA LAVRADA;PB
4349;PEDRA MENINA;MG
9704;PEDRA MOLE;SE
7793;PEDRA PRETA;RN
4641;PEDRA PRETA;MT
6649;PEDRA SELADA;RJ
4350;PEDRALVA;MG
10232;PEDRANOPOLIS;SP
1227;PEDRAO;BA
6537;PEDRAS;PR
1928;PEDRAS;CE
9682;PEDRAS;SE
198;PEDRAS;AM
8792;PEDRAS ALTAS;RS
262;PEDRAS ALTAS DO MIRIM;BA
1497;PEDRAS BRANCAS;CE
8394;PEDRAS BRANCAS;RS
5548;PEDRAS DE FOGO;PB
3221;PEDRAS DE MARIA DA CRUZ;MG
3016;PEDRAS DE MARILANDIA;MG
9445;PEDRAS GRANDES;SC
7882;PEDRAS NEGRAS;RO
8180;PEDREGAL;RS
10233;PEDREGULHO;SP
10234;PEDREIRA;SP
5225;PEDREIRA;PA
2968;PEDREIRAS;MA
8793;PEDREIRAS;RS
9727;PEDRINHAS;SE
2036;PEDRINHAS;CE
6002;PEDRINHAS;PE
10235;PEDRINHAS PAULISTA;SP
4040;PEDRINOPOLIS;MG
10566;PEDRO AFONSO;TO
1208;PEDRO ALEXANDRE;BA
7794;PEDRO AVELINO;RN
10236;PEDRO BARROS;SP
2248;PEDRO CANARIO;ES
10237;PEDRO DE TOLEDO;SP
6650;PEDRO DO RIO;RJ
2969;PEDRO DO ROSARIO;MA
8536;PEDRO GARCIA;RS
3721;PEDRO GOMES;MS
6201;PEDRO II;PI
6202;PEDRO LAURENTINO;PI
4316;PEDRO LEOPOLDO;MG
4317;PEDRO LESSA;MG
10605;PEDRO LUDOVICO;TO
6355;PEDRO LUSTOSA;PR
4928;PEDRO NECA;MT
8537;PEDRO OSORIO;RS
8538;PEDRO PAIVA;RS
5337;PEDRO REGIS;PB
4318;PEDRO TEIXEIRA;MG
7795;PEDRO VELHO;RN
4319;PEDRO VERSIANI;MG
8121;PEGA FOGO;RS
1187;PEIXE;BA
10607;PEIXE;TO
2037;PEIXE;CE
10606;PEIXE;TO
2038;PEIXE GORDO;CE
5226;PEIXE-BOI;PA
4950;PEIXOTO DE AZEVEDO;MT
8539;PEJUCARA;RS
5994;PELADA;PE
6356;PELADO;PR
5431;PELO SINAL;PB
8540;PELOTAS;RS
2039;PENAFORTE;CE
2947;PENALVA;MA
10238;PENAPOLIS;SP
2249;PENDANGA;ES
7796;PENDENCIAS;RN
4320;PENEDIA;MG
1445;PENEDO;CE
6651;PENEDO;RJ
607;PENEDO;AL
9257;PENHA;SC
4321;PENHA DE FRANCA;MG
4322;PENHA DO CAPIM;MG
4323;PENHA DO CASSIANO;MG
4324;PENHA DO NORTE;MG
3198;PENHA LONGA;MG
5227;PENHALONGA;PA
3058;PENIDO;MG
6652;PENTAGNA;RJ
2040;PENTECOSTE;CE
3219;PEQUERI;MG
4325;PEQUI;MG
2250;PEQUIA;ES
10608;PEQUIZEIRO;TO
4326;PERDIGAO;MG
4327;PERDILANDIA;MG
2988;PERDIZES;MG
2989;PERDOES;MG
10239;PEREIRA BARRETO;SP
10240;PEREIRAS;SP
4328;PEREIRINHAS;MG
2041;PEREIRO;CE
5432;PEREIROS;PB
2783;PERI MIRIM;MA
9258;PERICO;SC
4329;PERIQUITO;MG
9517;PERITIBA;SC
1874;PERITORO;MA
1386;PERNAMBUQUINHO;CE
5975;PERNAMBUQUINHO;PE
58;PEROBA;AL
6538;PEROBAL;PR
6539;PEROLA;PR
6540;PEROLA D'OESTE;PR
6541;PEROLA INDEPENDENTE;PR
2472;PEROLANDIA;GO
4330;PERPETUO SOCORRO;MG
5742;PERPETUO SOCORRO;PE
5228;PERSEVERANCA;PA
10221;PERUIBE;SP
4331;PESCADOR;MG
9259;PESCARIA BRAVA;SC
5743;PESQUEIRA;PE
5229;PESQUEIRO;PA
1387;PESSOA ANTA;CE
1188;PETIM;BA
9260;PETROLANDIA;SC
5744;PETROLANDIA;PE
5745;PETROLINA;PE
2473;PETROLINA DE GOIAS;GO
6653;PETROPOLIS;RJ
4332;PETUNIA;MG
1189;PIABANHA;BA
5230;PIABAS;PA
6654;PIABETA;RJ
610;PIACABUCU;AL
9796;PIACATU;SP
4039;PIACATUBA;MG
2251;PIACU;ES
5433;PIANCO;PB
6655;PIAO;RJ
4021;PIAO;MG
6542;PIASSUGUERA;PR
1190;PIATA;BA
4022;PIAU;MG
3115;PIC SAGARANA;MG
8541;PICADA CAFE;RS
3722;PICADINHA;MS
5232;PICARRA;PA
5231;PICARRA;PA
1191;PICARRAO;BA
9656;PICINGUABA;SP
6203;PICOS;PI
5434;PICUI;PB
9829;PIEDADE;SP
3116;PIEDADE DE CARATINGA;MG
4023;PIEDADE DE PONTE NOVA;MG
4024;PIEDADE DO PARAOPEBA;MG
4025;PIEDADE DO RIO GRANDE;MG
4026;PIEDADE DOS GERAIS;MG
6543;PIEN;PR
