CD_CIDADE;NM_CIDADE;ESTADO
3594;LUMINARIAS;MG
3595;LUMINOSA;MG
6618;LUNARDELLI;PR
9793;LUPERCIO;SP
6619;LUPIONOPOLIS;PR
10274;LUSITANIA;SP
1301;LUSTOSA;BA
10275;LUTECIA;SP
3596;LUZ;MG
8691;LUZERNA;SC
2642;LUZIANIA;GO
611;LUZIAPOLIS;AL
6267;LUZILANDIA;PI
10636;LUZINOPOLIS;TO
6692;MACABUZINHO;RJ
6620;MACACO;PR
6693;MACAE;RJ
3597;MACAIA;MG
7746;MACAIBA;RN
1174;MACAJUBA;BA
8513;MACAMBARA;RS
1595;MACAMBIRA;CE
9668;MACAMBIRA;SE
1596;MACAOCA;CE
225;MACAPA;AP
5937;MACAPARANA;PE
1282;MACARANI;BA
1597;MACARAU;CE
10276;MACATUBA;SP
7747;MACAU;RN
10277;MACAUBAL;SP
1261;MACAUBAS;BA
10278;MACEDONIA;SP
2105;MACEIO;CE
51;MACEIO;AL
3598;MACHACALIS;MG
8514;MACHADINHO;RS
7956;MACHADINHO D'OESTE;RO
4588;MACHADO;MT
3599;MACHADO;MG
5938;MACHADOS;PE
9408;MACHADOS;SC
9409;MACIEIRA;SC
3559;MACUCO;MG
7508;MACUCO;RJ
3560;MACUCO DE MINAS;MG
10279;MACUCOS;SP
6621;MACUCOS;PR
5780;MACUJE;PE
1262;MACURURE;BA
1397;MADALENA;CE
250;MADEIRA;BA
6268;MADEIRO;PI
1263;MADRE DE DEUS;BA
3561;MADRE DE DEUS DE MINAS;MG
5569;MAE D'AGUA;PB
5150;MAE DO RIO;PA
3562;MAE DOS HOMENS;MG
1264;MAETINGA;BA
9410;MAFRA;SC
5151;MAGALHAES BARATA;PA
2800;MAGALHAES DE ALMEIDA;MA
10280;MAGDA;SP
7509;MAGE;RJ
8012;MAGISTERIO;RS
5341;MAIA;PB
5152;MAIAUATA;PA
9837;MAILASQUI;SP
1880;MAIOBA;MA
1265;MAIQUINIQUE;BA
6622;MAIRA;PR
1266;MAIRI;BA
9838;MAIRINQUE;SP
9917;MAIRIPORA;SP
2623;MAIRIPOTABA;GO
6623;MAITA;PR
3563;MAJOR EZEQUIEL;MG
7878;MAJOR FELIPE;RN
9411;MAJOR GERCINO;SC
52;MAJOR ISIDORO;AL
3564;MAJOR PORTO;MG
10244;MAJOR PRADO;SP
7808;MAJOR SALES;RN
1398;MAJOR SIMPLICIO;CE
9412;MAJOR VIEIRA;SC
939;MAJORLANDIA;CE
3565;MALACACHETA;MG
1267;MALHADA;BA
5926;MALHADA BARREIRAS QUEIMADAS;PE
5991;MALHADA DE PEDRA;PE
1268;MALHADA DE PEDRAS;BA
9669;MALHADA DOS BOIS;SE
940;MALHADA GRANDE;CE
9677;MALHADOR;SE
6624;MALLET;PR
5342;MALTA;PB
6625;MALU;PR
5343;MAMANGUAPE;PB
2604;MAMBAI;GO
6626;MAMBORE;PR
7510;MAMBUCABA;RJ
3566;MAMONAS;MG
8515;MAMPITUBA;RS
105;MANACAPURU;AM
5344;MANAIRA;PB
106;MANAQUIRI;AM
5781;MANARI;PE
107;MANAUS;AM
8516;MANCHINHA;RS
539;MANCIO LIMA;AC
6627;MANDACAIA;PR
5782;MANDACAIA;PE
5783;MANDACARU;PE
6769;MANDAGUACU;PR
6374;MANDAGUARI;PR
6375;MANDIOCABA;PR
6770;MANDIRITUBA;PR
1269;MANDIROBA;BA
9918;MANDURI;SP
6771;MANFRINOPOLIS;PR
3567;MANGA;MG
941;MANGABEIRA;CE
600;MANGABEIRAS;AL
2178;MANGARAI;ES
6705;MANGARATIBA;RJ
10245;MANGARATU;SP
1270;MANGUE SECO;BA
8517;MANGUEIRAS;RS
6772;MANGUEIRINHA;PR
3144;MANHUACU;MG
3145;MANHUMIRIM;MG
1271;MANIACU;BA
942;MANIBU;CE
5784;MANICOBA;PE
108;MANICORE;AM
6646;MANILHA;RJ
943;MANITUBA;CE
7511;MANIVA;RJ
5153;MANJEIRO;PA
6208;MANOEL EMIDIO;PI
1451;MANOEL GUEDES;CE
6610;MANOEL RIBAS;PR
10717;MANOEL RIBEIRO;RJ
540;MANOEL URBANO;AC
8518;MANOEL VIANA;RS
1272;MANOEL VITORINO;BA
1273;MANSIDAO;BA
3568;MANTENA;MG
2284;MANTENOPOLIS;ES
1274;MANTIBA;BA
3569;MANTIQUEIRA;MG
3570;MANTIQUEIRA DO PALMITAL;MG
7512;MANUEL DUARTE;RJ
944;MAPUA;CE
8519;MAQUINE;RS
3571;MAR DE ESPANHA;MG
1275;MAR GRANDE;BA
620;MAR VERMELHO;AL
2605;MARA ROSA;GO
109;MARAA;AM
5131;MARABA;PA
6844;MARABA;PR
10246;MARABA PAULISTA;SP
2801;MARACACUME;MA
10247;MARACAI;SP
9413;MARACAJA;SC
3761;MARACAJU;MS
6845;MARACANA;PR
5238;MARACANA;PA
945;MARACANAU;CE
1276;MARACAS;BA
621;MARAGOGI;AL
1277;MARAGOGIPE;BA
1278;MARAGOGIPINHO;BA
5785;MARAIAL;PE
1881;MARAJA DO SENA;MA
6846;MARAJO;PR
5239;MARAJOARA;PA
3572;MARAMBAINHA;MG
7513;MARANGATU;RJ
947;MARANGUAPE;CE
1882;MARANHAOZINHO;MA
5112;MARAPANIM;PA
10248;MARAPOAMA;SP
9414;MARARI;SC
948;MARARUPA;CE
9415;MARATA;SC
8520;MARATA;RS
2263;MARATAIZES;ES
8521;MARAU;RS
272;MARAU;BA
622;MARAVILHA;AL
6847;MARAVILHA;PR
1371;MARAVILHA;CE
9416;MARAVILHA;SC
5786;MARAVILHA;PE
6848;MARAVILHA;PR
3573;MARAVILHAS;MG
5555;MARCACAO;PB
4589;MARCELANDIA;MT
6849;MARCELINO;PR
8242;MARCELINO RAMOS;RS
7809;MARCELINO VIEIRA;RN
6850;MARCIANOPOLIS;PR
2606;MARCIANOPOLIS;GO
9417;MARCILIO DIAS;SC
273;MARCIONILIO SOUZA;BA
1897;MARCO;CE
7940;MARCO RONDON;RO
6209;MARCOLANDIA;PI
1279;MARCOLINO MOURA;BA
10249;MARCONDESIA;SP
8522;MARCORAMA;RS
6210;MARCOS PARENTE;PI
9418;MARECHAL BORMANN;SC
6851;MARECHAL CANDIDO RONDON;PR
623;MARECHAL DEODORO;AL
2264;MARECHAL FLORIANO;ES
4912;MARECHAL RONDON;MT
549;MARECHAL THAUMATURGO;AC
9419;MAREMA;SC
10250;MARESIAS;SP
6852;MARGARIDA;PR
5345;MARI;PB
3574;MARIA DA FE;MG
6853;MARIA HELENA;PR
6372;MARIA LUIZA;PR
1280;MARIA QUITERIA;BA
8402;MARIA SANTA;RS
6854;MARIALVA;PR
3575;MARIANA;MG
8039;MARIANA PIMENTEL;RS
7703;MARIANO MORO;RS
1883;MARIANOPOLIS;MA
10702;MARIANOPOLIS DO TOCANTINS;TO
8484;MARIANTE;RS
8485;MARIAPOLIS;RS
10251;MARIAPOLIS;SP
624;MARIBONDO;AL
7514;MARICA;RJ
1281;MARICOABO;BA
6855;MARIENTAL;PR
9420;MARIFLOR;SC
3576;MARILAC;MG
2265;MARILANDIA;ES
3577;MARILANDIA;MG
6856;MARILANDIA DO SUL;PR
6857;MARILENA;PR
10252;MARILIA;SP
6858;MARILU;PR
6859;MARILUZ;PR
6860;MARIMBONDO;PR
6861;MARINGA;PR
1898;MARINHEIROS;CE
10253;MARINOPOLIS;SP
3578;MARIO CAMPOS;MG
6373;MARIOPOLIS;PR
6862;MARIPA;PR
3181;MARIPA DE MINAS;MG
1241;MARIQUITA;BA
6863;MARISTELA;PR
10254;MARISTELA;SP
5113;MARITUBA;PA
6864;MARIZA;PR
5346;MARIZOPOLIS;PB
3182;MARLIERIA;MG
6843;MARMELANDIA;PR
6498;MARMELEIRO;PR
8078;MARMELEIRO;RS
3671;MARMELOPOLIS;MG
9401;MAROMBAS;SC
9511;MAROMBAS BOSSARDI;SC
6499;MARQUES DE ABRANTES;PR
8486;MARQUES DE SOUZA;RS
6308;MARQUES DOS REIS;PR
6500;MARQUINHO;PR
1899;MARRECAS;CE
6501;MARRECAS;PR
1900;MARROCOS;CE
1901;MARRUAS;CE
10255;MARTIM FRANCISCO;SP
3544;MARTINESIA;MG
3545;MARTINHO CAMPOS;MG
10256;MARTINHO PRADO JUNIOR;SP
1902;MARTINOPOLE;CE
9919;MARTINOPOLIS;SP
6313;MARTINOPOLIS;PR
6502;MARTINS;PR
7861;MARTINS;RN
3546;MARTINS GUIMARAES;MG
3547;MARTINS SOARES;MG
1459;MARTINSLANDIA;CE
5114;MARUDA;PA
9661;MARUIM;SE
6503;MARUMBI;PR
2607;MARZAGAO;GO
4590;MARZAGAO;MT
1242;MASCOTE;BA
1243;MASSACARA;BA
6003;MASSANGANO;PE
2100;MASSAPE;CE
6211;MASSAPE DO PIAUI;PI
8706;MASSARANDUBA;SC
613;MASSARANDUBA;AL
5347;MASSARANDUBA;PB
1244;MASSAROCA;BA
110;MASSAUARI;AM
1884;MATA;MA
8487;MATA;RS
1245;MATA DA ALIANCA;BA
7862;MATA DE SAO BRAZ;RN
1246;MATA DE SAO JOAO;BA
4591;MATA DENTRO;MT
2101;MATA FRESCA;CE
5115;MATA GERAL;PA
614;MATA GRANDE;AL
5348;MATA LIMPA;PB
664;MATA LIMPA;AL
1885;MATA ROMA;MA
3142;MATA VERDE;MG
5349;MATA VIRGEM;PB
9920;MATAO;SP
5116;MATAPIQUARA;PA
5350;MATARACA;PB
8488;MATARAZZO;RS
1247;MATARIPE;BA
10703;MATEIROS;TO
6504;MATELANDIA;PR
3143;MATERLANDIA;MG
3548;MATEUS LEME;MG
3549;MATHIAS LOBATO;MG
2102;MATIAS;CE
3183;MATIAS BARBOSA;MG
3155;MATIAS CARDOSO;MG
6251;MATIAS OLIMPIO;PI
2266;MATILDE;ES
1248;MATINA;BA
5795;MATINADA;PE
301;MATINHA;BA
1886;MATINHA;MA
1249;MATINHA;BA
5351;MATINHAS;PB
6505;MATINHOS;PR
6506;MATINHOS;PR
3184;MATIPO;MG
8489;MATO CASTELHANO;RS
8388;MATO GRANDE;RS
8490;MATO GRANDE;RS
5352;MATO GROSSO;PB
8491;MATO LEITAO;RS
8287;MATO PERSO;RS
6507;MATO QUEIMADO;PR
8492;MATO QUEIMADO;RS
6508;MATO RICO;PR
3550;MATO VERDE;MG
1887;MATOES;MA
1888;MATOES DO NORTE;MA
8707;MATOS COSTA;SC
3551;MATOZINHOS;MG
2608;MATRINCHA;GO
2103;MATRIZ;CE
625;MATRIZ DE CAMARAGIBE;AL
4592;MATUPA;MT
5353;MATUREIA;PB
3552;MATUTINA;MG
8493;MAUA;RS
10257;MAUA;SP
8494;MAUA;RS
6509;MAUA DA SERRA;PR
111;MAUES;AM
2609;MAURILANDIA;GO
10704;MAURILANDIA DO TOCANTINS;TO
2104;MAURITI;CE
7863;MAXARANGUAPE;RN
8495;MAXIMILIANO DE ALMEIDA;RS
226;MAZAGAO;AP
227;MAZAGAO VELHO;AP
3553;MEDEIROS;MG
1250;MEDEIROS NETO;BA
8496;MEDIANEIRA;RS
6510;MEDIANEIRA;PR
5117;MEDICILANDIA;PA
3554;MEDINA;MG
2610;MEIA PONTE;GO
6511;MEIA-LUA;PR
938;MEL;CE
9512;MELEIRO;SC
5118;MELGACO;PA
2267;MELGACO;ES
5354;MELO;PB
3555;MELO VIANA;MG
6512;MEMORIA;PR
3556;MENDANHA;MG
7515;MENDES;RJ
3557;MENDES PIMENTEL;MG
5671;MENDESLANDIA;PR
9821;MENDONCA;SP
3558;MENDONCA;MG
5119;MENINO DEUS DO ANAPU;PA
2268;MENINO JESUS;ES
447;MENINO JESUS;BA
5672;MERCEDES;PR
3185;MERCES;MG
3938;MERCES DE AGUA LIMPA;MG
9822;MERIDIANO;SP
917;MERUOCA;CE
5120;MERUU;PA
10258;MESOPOLIS;SP
7516;MESQUITA;RJ
3939;MESQUITA;MG
918;MESSEJANA;CE
2432;MESSIANOPOLIS;GO
40;MESSIAS;AL
7864;MESSIAS TARGINO;RN
3940;MESTRE CAETANO;MG
6252;MIGUEL ALVES;PI
3941;MIGUEL BURNIER;MG
1251;MIGUEL CALMON;BA
6226;MIGUEL LEAO;PI
7517;MIGUEL PEREIRA;RJ
1395;MIGUEL XAVIER;CE
10259;MIGUELOPOLIS;SP
3942;MILAGRE;MG
1252;MILAGRES;BA
1396;MILAGRES;CE
1889;MILAGRES DO MARANHAO;MA
919;MILHA;CE
3233;MILHO VERDE;MG
920;MILTON BELO;CE
6212;MILTON BRANDAO;PI
4593;MIMOSO;MT
5944;MIMOSO;PE
5787;MIMOSO;PE
2433;MIMOSO DE GOIAS;GO
2269;MIMOSO DO SUL;ES
2611;MINACU;GO
54;MINADOR DO NEGRAO;AL
1254;MINAS DO ESPIRITO SANTO;BA
8497;MINAS DO LEAO;RS
1255;MINAS DO MIMOSO;BA
3234;MINAS NOVAS;MG
3943;MINDURI;MG
921;MINEIROLANDIA;CE
2612;MINEIROS;GO
9828;MINEIROS DO TIETE;SP
8338;MINGOTE;RS
7941;MINISTRO ANDREAZZA;RO
10260;MIRA ESTRELA;SP
3944;MIRABELA;MG
10243;MIRACATU;SP
7518;MIRACEMA;RJ
10705;MIRACEMA DO TOCANTINS;TO
5788;MIRACICA;PE
2802;MIRADOR;MA
5673;MIRADOR;PR
9385;MIRADOR;SC
3945;MIRADOURO;MG
3946;MIRAGAIA;MG
922;MIRAGEM;CE
8498;MIRAGUAI;RS
8499;MIRAGUAIA;RS
3947;MIRAI;MG
923;MIRAIMA;CE
3948;MIRALTA;MG
9538;MIRALUZ;SP
924;MIRAMBE;CE
1419;MIRANDA;CE
6370;MIRANDA;PR
9662;MIRANDA;SE
3762;MIRANDA;MS
2803;MIRANDA DO NORTE;MA
1256;MIRANDELA;BA
5789;MIRANDIBA;PE
10706;MIRANDOPOLIS;TO
9539;MIRANDOPOLIS;SP
1257;MIRANGA;BA
270;MIRANGABA;BA
10564;MIRANORTE;TO
3949;MIRANTAO;MG
271;MIRANTE;BA
7942;MIRANTE DA SERRA;RO
9540;MIRANTE DO PARANAPANEMA;SP
6371;MIRANTE DO PIQUIRI;PR
3950;MIRAPORANGA;MG
5674;MIRASELVA;PR
5121;MIRASSELVAS;PA
9541;MIRASSOL;SP
4594;MIRASSOL D'OESTE;MT
9542;MIRASSOLANDIA;SP
3951;MIRAVANIA;MG
8500;MIRIM;RS
8501;MIRIM;RS
9386;MIRIM;SC
9387;MIRIM DOCE;SC
1890;MIRINZAL;MA
5122;MIRITITUBA;PA
6841;MISSAL;PR
925;MISSAO NOVA;CE
926;MISSAO VELHA;CE
927;MISSI;CE
3952;MISSIONARIO;MG
5123;MOCAJUBA;PA
3953;MOCAMBEIRO;MG
3667;MOCAMBINHO;MG
112;MOCAMBO;AM
1474;MOCAMBO;CE
1460;MOCAMBO;CE
1475;MOCAMBO;CE
1461;MOCAMBO;CE
1258;MOCAMBO;BA
9543;MOCOCA;SP
9388;MODELO;SC
5977;MODERNA;PE
3186;MOEDA;MG
3668;MOEMA;MG
5355;MOGEIRO;PB
9544;MOGI DAS CRUZES;SP
9545;MOGI GUACU;SP
9870;MOGI MIRIM;SP
1259;MOGIQUICABA;BA
2418;MOIPORA;GO
5124;MOIRABA;PA
9663;MOITA BONITA;SE
928;MOITAS;CE
5125;MOJU;PA
5045;MOJUI DOS CAMPOS;PA
929;MOMBACA;CE
9871;MOMBUCA;SP
1891;MONCAO;MA
9547;MONCOES;SP
9389;MONDAI;SC
930;MONDUBIM;CE
10348;MONGAGUA;SP
931;MONGUBA;CE
6842;MONJOLINHO;PR
3669;MONJOLINHO DE MINAS;MG
7520;MONJOLO;RJ
3670;MONJOLOS;MG
7519;MONNERAT;RJ
5126;MONSARAS;PA
6086;MONSENHOR GIL;PI
6087;MONSENHOR HIPOLITO;PI
4046;MONSENHOR HORTA;MG
4047;MONSENHOR ISIDRO;MG
4048;MONSENHOR JOAO ALEXANDRE;MG
4049;MONSENHOR PAULO;MG
932;MONSENHOR TABOSA;CE
5356;MONTADAS;PB
4050;MONTALVANIA;MG
10349;MONTALVAO;SP
2270;MONTANHA;ES
7865;MONTANHAS;RN
8502;MONTAURI;RS
934;MONTE ALEGRE;CE
5127;MONTE ALEGRE;PA
933;MONTE ALEGRE;CE
9390;MONTE ALEGRE;SC
6722;MONTE ALEGRE;RJ
5971;MONTE ALEGRE;PE
7866;MONTE ALEGRE;RN
8504;MONTE ALEGRE;RS
8503;MONTE ALEGRE;RS
2613;MONTE ALEGRE DE GOIAS;GO
4051;MONTE ALEGRE DE MINAS;MG
9664;MONTE ALEGRE DE SERGIPE;SE
5128;MONTE ALEGRE DO MAU;PA
6088;MONTE ALEGRE DO PIAUI;PI
10350;MONTE ALEGRE DO SUL;SP
8011;MONTE ALEGRE DOS CAMPOS;RS
10351;MONTE ALTO;SP
1494;MONTE ALVERNE;CE
8593;MONTE ALVERNE;RS
9863;MONTE APRAZIVEL;SP
3231;MONTE AZUL;MG
10352;MONTE AZUL PAULISTA;SP
8374;MONTE BELO;RS
3232;MONTE BELO;MG
8594;MONTE BELO DO SUL;RS
8595;MONTE BONITO;RS
436;MONTE BRANCO;BA
10353;MONTE CABRAO;SP
9391;MONTE CARLO;SC
4052;MONTE CARMELO;MG
2271;MONTE CARMELO DO RIO NOVO;ES
9392;MONTE CASTELO;SC
935;MONTE CASTELO;CE
1372;MONTE CASTELO;CE
8406;MONTE CASTELO;RS
9794;MONTE CASTELO;SP
4053;MONTE CELESTE;MG
1260;MONTE CRUZEIRO;BA
7867;MONTE DAS GAMELEIRAS;RN
10707;MONTE DO CARMO;TO
5129;MONTE DOURADO;PA
4054;MONTE FORMOSO;MG
1240;MONTE GORDO;BA
936;MONTE GRAVE;CE
5357;MONTE HOREBE;PB
10580;MONTE LINDO;TO
10354;MONTE MOR;SP
7943;MONTE NEGRO;RO
2272;MONTE PIO;ES
5716;MONTE REAL;PR
1120;MONTE RECONCAVO;BA
3927;MONTE REI;MG
1121;MONTE SANTO;BA
3928;MONTE SANTO DE MINAS;MG
10581;MONTE SANTO DO TOCANTINS;TO
3929;MONTE SIAO;MG
2273;MONTE SINAI;ES
937;MONTE SION;CE
3930;MONTE VERDE;MG
3268;MONTE VERDE;MG
6665;MONTE VERDE;RJ
10355;MONTE VERDE PAULISTA;SP
5358;MONTEIRO;PB
9841;MONTEIRO LOBATO;SP
55;MONTEIROPOLIS;AL
916;MONTENEBO;CE
8596;MONTENEGRO;RS
1892;MONTES ALTOS;MA
3931;MONTES CLAROS;MG
2614;MONTES CLAROS DE GOIAS;GO
3776;MONTESE;MS
5338;MONTEVIDEU;PB
3932;MONTEZUMA;MG
2615;MONTIVIDIU;GO
2616;MONTIVIDIU DO NORTE;GO
6666;MONUMENTO;RJ
1971;MORADA NOVA;CE
5046;MORADA NOVA;PA
3933;MORADA NOVA DE MINAS;MG
5014;MORAES ALMEIDA;PA
5790;MORAIS;PE
6667;MORANGABA;RJ
3740;MORANGAS;MS
1972;MORAUJO;CE
5791;MOREILANDIA;PE
22;MOREIRA;AL
10242;MOREIRA CESAR;SP
5717;MOREIRA SALES;PR
2128;MORELLO;ES
4762;MORENO;PE
8008;MORMACO;RS
1122;MORPARA;BA
3741;MORRARIA DO SUL;MS
5718;MORRETES;PR
2617;MORRINHOS;GO
1123;MORRINHOS;BA
8009;MORRINHOS;RS
1973;MORRINHOS;CE
8597;MORRINHOS DO SUL;RS
1974;MORRINHOS NOVOS;CE
3934;MORRO;MG
9842;MORRO AGUDO;SP
2618;MORRO AGUDO DE GOIAS;GO
5719;MORRO ALTO;PR
8598;MORRO ALTO;RS
8599;MORRO AZUL;RS
1975;MORRO BRANCO;CE
6089;MORRO CABECA NO TEMPO;PI
9393;MORRO CHATO;SC
9394;MORRO DA FUMACA;SC
3935;MORRO DA GARCA;MG
1124;MORRO DAS FLORES;BA
266;MORRO DE SAO PAULO;BA
10448;MORRO DO ALTO;SP
267;MORRO DO CHAPEU;BA
6090;MORRO DO CHAPEU DO PIAUI;PI
6668;MORRO DO COCO;RJ
3936;MORRO DO FERRO;MG
3937;MORRO DO PILAR;MG
8114;MORRO DOS LEFFAS;RS
8397;MORRO GAUCHO;RS
6669;MORRO GRANDE;RJ
9395;MORRO GRANDE;SC
8204;MORRO GRANDE;RS
6366;MORRO INGLES;PR
7692;MORRO REDONDO;RS
7693;MORRO REUTER;RS
4459;MORRO VERMELHO;MG
1893;MORROS;MA
1125;MORTUGABA;BA
3742;MORUMBI;MS
10449;MORUNGABA;SP
7694;MORUNGAVA;RS
5047;MOSQUEIRO;PA
9681;MOSQUEIRO;SE
1385;MOSQUITO;CE
2619;MOSSAMEDES;GO
7868;MOSSORO;RN
10450;MOSTARDAS;SP
7695;MOSTARDAS;RS
10451;MOTUCA;SP
113;MOURA;AM
10452;MOURAO;SP
4763;MOXOTO;PE
2620;MOZARLANDIA;GO
5130;MUANA;PA
7978;MUCAJAI;RR
1976;MUCAMBO;CE
1126;MUCUGE;BA
7696;MUCUM;RS
1127;MUCURI;BA
4460;MUCURI;MG
2274;MUCURICI;ES
7697;MUITOS CAPOES;RS
7698;MULITERNO;RS
1978;MULUNGU;CE
1977;MULUNGU;CE
5450;MULUNGU;PB
5856;MULUNGU;PE
1128;MULUNGU DO MORRO;BA
1979;MUMBABA;CE
1980;MUNDAU;CE
2621;MUNDO NOVO;GO
2275;MUNDO NOVO;ES
1129;MUNDO NOVO;BA
3743;MUNDO NOVO;MS
8058;MUNDO NOVO;RS
4461;MUNDO NOVO DE MINAS;MG
23;MUNGUBA;AL
4462;MUNHOZ;MG
6367;MUNHOZ DE MELO;PR
450;MUNIZ FERREIRA;BA
2276;MUNIZ FREIRE;ES
4463;MUQUEM;MG
5451;MUQUEM;PB
451;MUQUEM DE SAO FRANCISCO;BA
2277;MUQUI;ES
5245;MURAJA;PA
4464;MURIAE;MG
1981;MURIBECA;CE
9695;MURIBECA;SE
5997;MURICI;PE
24;MURICI;AL
6091;MURICI DOS PORTELAS;PI
10582;MURICILANDIA;TO
906;MURITI;CE
1130;MURITIBA;BA
176;MURITUBA;AM
8364;MURTA;RS
5246;MURUCUPI;PA
5247;MURUMURU;PA
5773;MURUPE;PE
114;MURUTINGA;AM
10453;MURUTINGA DO SUL;SP
6670;MUSSUREPE;RJ
5248;MUTA;PA
1393;MUTAMBEIRAS;CE
1131;MUTAS;BA
5754;MUTUCA;PE
5249;MUTUCAL;PA
1132;MUTUIPE;BA
4465;MUTUM;MG
7916;MUTUM PARANA;RO
2622;MUTUNOPOLIS;GO
4466;MUZAMBINHO;MG
4467;NACIP RAYDAN;MG
1133;NAGE;BA
10454;NANTES;SP
4468;NANUQUE;MG
7699;NAO-ME-TOQUE;RS
4469;NAQUE;MG
3229;NAQUE-NANUQUE;MG
1308;NARANDIBA;BA
10455;NARANDIBA;SP
1394;NARANIU;CE
5755;NASCENTE;PE
907;NASCENTE;CE
7869;NATAL;RN
10583;NATAL;TO
3230;NATALANDIA;MG
4470;NATERCIA;MG
5720;NATINGUI;PR
2603;NATINOPOLIS;GO
10584;NATIVIDADE;TO
6671;NATIVIDADE;RJ
10456;NATIVIDADE DA SERRA;SP
5452;NATUBA;PB
6052;NAVARRO;PE
9396;NAVEGANTES;SC
3790;NAVIRAI;MS
10639;NAZARE;TO
268;NAZARE;BA
7700;NAZARE;RS
5453;NAZARE;PB
7914;NAZARE;RO
5756;NAZARE DA MATA;PE
4471;NAZARE DE MINAS;MG
5250;NAZARE DE MOCAJUBA;PA
6092;NAZARE DO PIAUI;PI
5251;NAZARE DOS PATOS;PA
9528;NAZARE PAULISTA;SP
4472;NAZARENO;MG
5454;NAZAREZINHO;PB
6213;NAZARIA;PI
2654;NAZARIO;GO
5985;NEGRAS;PE
4473;NELSON DE SENA;MG
908;NENENLANDIA;CE
4474;NEOLANDIA;MG
9696;NEOPOLIS;SE
4475;NEPOMUCENO;MG
2655;NEROPOLIS;GO
2278;NESTOR GOMES;ES
5792;NEVES;PE
6720;NEVES;RJ
9899;NEVES PAULISTA;SP
115;NHAMUNDA;AM
9869;NHANDEARA;SP
4476;NHANDUTIBA;MG
3791;NHECOLANDIA;MS
6721;NHUNGUACU;RJ
4043;NICOLANDIA;MG
7701;NICOLAU VERGUEIRO;RS
269;NILO PECANHA;BA
6672;NILOPOLIS;RJ
5721;NILZA;PR
2784;NINA RODRIGUES;MA
4044;NINHEIRA;MG
3792;NIOAQUE;MS
9529;NIPOA;SP
2656;NIQUELANDIA;GO
7870;NISIA FLORESTA;RN
6673;NITEROI;RJ
4595;NOBRES;MT
9530;NOGUEIRA;SP
8284;NONOAI;RS
4837;NONOAI DO NORTE;MT
1239;NORDESTINA;BA
5722;NORDESTINA;PR
7979;NORMANDIA;RR
4566;NORTELANDIA;MT
8179;NOSSA SENHORA APARECIDA;RS
5954;NOSSA SENHORA APARECIDA;PE
9697;NOSSA SENHORA APARECIDA;SE
7702;NOSSA SENHORA APARECIDA;RS
5723;NOSSA SENHORA APARECIDA;PR
6674;NOSSA SENHORA DA APARECIDA;RJ
5724;NOSSA SENHORA DA APARECIDA;PR
5725;NOSSA SENHORA DA CANDELARIA;PR
8010;NOSSA SENHORA DA CONCEICAO;RS
9698;NOSSA SENHORA DA GLORIA;SE
4567;NOSSA SENHORA DA GUIA;MT
5986;NOSSA SENHORA DA LUZ;PE
6675;NOSSA SENHORA DA PENHA;RJ
8307;NOSSA SENHORA DA SAUDE;RS
9699;NOSSA SENHORA DAS DORES;SE
5726;NOSSA SENHORA DAS GRACAS;PR
2163;NOSSA SENHORA DAS GRACAS;ES
9397;NOSSA SENHORA DE CARAVAGGIO;SC
3793;NOSSA SENHORA DE FATIMA;MS
8269;NOSSA SENHORA DE FATIMA;RS
2168;NOSSA SENHORA DE FATIMA;ES
8306;NOSSA SENHORA DE FATIMA;RS
8305;NOSSA SENHORA DE FATIMA;RS
8268;NOSSA SENHORA DE FATIMA;RS
9700;NOSSA SENHORA DE LOURDES;SE
5727;NOSSA SENHORA DE LOURDES;PR
6093;NOSSA SENHORA DE NAZARE;PI
6676;NOSSA SENHORA DO AMPARO;RJ
6493;NOSSA SENHORA DO CARMO;PR
5757;NOSSA SENHORA DO CARMO;PE
5455;NOSSA SENHORA DO LIVRAMENTO;PB
909;NOSSA SENHORA DO LIVRAMENTO;CE
4568;NOSSA SENHORA DO LIVRAMENTO;MT
5758;NOSSA SENHORA DO O;PE
9531;NOSSA SENHORA DO REMEDIO;SP
9701;NOSSA SENHORA DO SOCORRO;SE
6253;NOSSA SENHORA DOS REMEDIOS;PI
1119;NOVA ALEGRIA;BA
9532;NOVA ALEXANDRIA;SP
9843;NOVA ALIANCA;SP
6494;NOVA ALIANCA DO IVAI;PR
2279;NOVA ALMEIDA;ES
6495;NOVA ALTAMIRA;PR
4569;NOVA ALVORADA;MT
8592;NOVA ALVORADA;RS
3794;NOVA ALVORADA DO SUL;MS
3795;NOVA AMERICA;MS
2657;NOVA AMERICA;GO
9533;NOVA AMERICA;SP
6496;NOVA AMERICA DA COLINA;PR
6368;NOVA AMOREIRA;PR
3796;NOVA ANDRADINA;MS
9534;NOVA APARECIDA;SP
8575;NOVA ARACA;RS
2419;NOVA AURORA;GO
6369;NOVA AURORA;PR
4570;NOVA BANDEIRANTES;MT
8576;NOVA BASSANO;RS
4045;NOVA BELEM;MG
911;NOVA BETANIA;CE
910;NOVA BETANIA;CE
6497;NOVA BILAC;PR
8577;NOVA BOA VISTA;RS
4571;NOVA BRASILANDIA;MT
7944;NOVA BRASILANDIA D'OESTE;RO
4572;NOVA BRASILIA;MT
5715;NOVA BRASILIA;PR
5696;NOVA BRASILIA;PR
1228;NOVA BRASILIA;BA
5697;NOVA BRASILIA DO ITARARE;PR
